quarter,time_remaining,score_margin,home_or_away,possession_number,player_points,player_fouls,player_shots_attempted,player_3pt_attempted,player_3pt_made,player_fatigue,player_2pt_pct,player_3pt_pct,player_usage_rate,player_position,shot_type
2,658.6863478931914,18,0,78,19,2,17,10,4,0.23291582960097978,0.5230745604644029,0.29213266347840094,0.1399923632476178,4,0
4,241.49290571736978,-9,1,80,23,2,16,3,3,0.4395533460762273,0.41067187511021197,0.3464278261751578,0.13152512325770435,5,0
1,685.6300904640281,11,1,10,24,3,18,6,4,0.5630792883523885,0.6636809135954509,0.44763037747300816,0.23170010515742737,3,0
1,383.7998088681921,7,1,80,36,0,3,3,3,0.915902777592101,0.6407909796438587,0.41635581372761504,0.23099406381074034,4,0
1,454.7119526468354,7,0,124,21,4,16,9,8,0.8918834905152935,0.5899090060986972,0.40787965039359964,0.39444069600417064,4,0
1,390.917120032316,4,0,186,23,0,21,0,0,0.6371700994679659,0.5716689947901791,0.4633143648356056,0.13826004597189542,3,0
1,93.15404421602464,-17,1,34,14,0,1,0,0,0.25738801408388456,0.6084839294109494,0.2572734607559244,0.24514812960131283,3,1
3,270.5912776857175,5,0,121,11,3,9,4,0,0.7832878098783613,0.4431970047743102,0.44279109204549805,0.16037359362924758,3,0
2,71.38520083988924,15,0,80,30,4,11,0,0,0.20265177128723177,0.6797932738949451,0.47063725980395454,0.31052916751449766,2,1
4,448.5269118120348,-18,0,53,30,5,12,2,2,0.9651723240968167,0.4854019874513923,0.2540436193740492,0.21750606312037868,5,1
4,321.749420544316,-20,0,156,29,2,10,8,6,0.005839915733998002,0.5969470817329007,0.3897407377768264,0.2945403668202421,5,0
2,560.1491795310745,-4,0,18,40,1,20,2,1,0.5697705039079015,0.5820267043425714,0.33714712130265767,0.20152335508828834,2,1
2,158.7387463195463,-14,1,154,19,5,7,2,1,0.08839724692162776,0.5909841939146826,0.2626906772033857,0.2693637959901355,4,0
2,118.48756206912114,-16,1,102,7,4,19,8,1,0.40759953018202133,0.6636856369246336,0.35443702982953584,0.2407410925563754,2,1
3,292.55920629391284,-2,1,135,29,2,4,4,4,0.6349335403104172,0.48877336199518595,0.4110075352929715,0.21230949324110573,5,0
2,667.1414759172344,18,1,173,34,5,24,23,0,0.6895984955919163,0.6246844564757972,0.4797534078973481,0.2612574378003955,1,0
3,511.50370680893644,13,1,98,20,3,1,1,0,0.7855694696739352,0.5795173191817508,0.40513262162401786,0.21513960311434344,2,1
2,301.62500985090145,14,0,45,39,4,11,8,6,0.5933277027647701,0.4228180992863921,0.4641857703889968,0.34180563333531466,1,0
3,372.4359622231036,-5,0,199,27,4,1,1,1,0.2513193512859945,0.5242464042645926,0.28039287666864127,0.2485712800758659,1,1
2,60.63336804751081,19,0,35,38,2,5,5,3,0.8892532429348715,0.6513854719797233,0.30263029188078355,0.3709381799459859,3,0
2,708.8946453908014,18,1,180,16,2,21,6,0,0.8111074130136876,0.49460421667917576,0.49257321605364196,0.16684127221665518,3,0
4,479.8132593803416,6,0,114,11,0,18,6,1,0.16005231770685002,0.5446791649938627,0.471850172564111,0.13363716393553562,3,0
4,205.49092929366418,20,0,21,17,0,11,6,1,0.826511184207849,0.546591570446098,0.3088067382550064,0.21429020785249953,1,1
1,421.7820438349759,17,0,156,27,4,24,3,1,0.9726445159104817,0.5854029600417587,0.4052434704493949,0.15509786841593062,5,0
4,78.82730356967566,4,1,96,2,1,12,12,3,0.6372191168079177,0.6652053579370549,0.3406581896321331,0.21793581793111833,3,0
2,695.4024015414602,5,0,44,14,3,16,12,3,0.2818052231138938,0.45206175963554696,0.36714962718220884,0.16222328331319485,3,0
4,125.84519127602347,-7,0,80,15,2,11,1,1,0.6065938312734143,0.5513850647920376,0.4652195372730725,0.3604648926919527,4,1
4,466.5818289997542,-7,1,56,21,0,2,1,1,0.342535069148299,0.5272801777862837,0.4339281525332582,0.2703713589368965,1,1
2,176.72721302802992,-7,1,138,30,3,23,6,4,0.6759464706423063,0.4887760270301789,0.30961064043002384,0.24927677949449142,1,0
1,516.6441955069457,4,0,151,30,5,7,1,0,0.5447999594558735,0.6758824530861316,0.3289982686742206,0.33632352822048883,3,0
2,559.3113844130023,15,1,176,0,5,15,15,3,0.9294906120897513,0.40245132772231423,0.3224276149547495,0.1391101039517135,4,0
3,484.8622048162315,-17,0,180,10,4,3,2,2,0.6179085432008028,0.4366314377891132,0.44516569458518607,0.35710441615615496,4,1
3,442.4396113837386,-6,1,143,5,2,23,22,3,0.21398168372716908,0.6200033349748328,0.3725221052842078,0.2449912174618721,2,1
2,642.5777476454484,11,0,55,22,5,25,7,6,0.7251098733418847,0.479032481406074,0.4876810767560965,0.140929968857371,2,1
1,56.61123191262579,-3,0,43,8,2,12,2,2,0.3008783178608819,0.616953778327673,0.45417179430726273,0.34582343983863173,3,1
4,238.25863136174053,-7,1,50,15,0,7,4,4,0.27239095294880433,0.6496760832146689,0.3027986077136453,0.23823256312355565,1,0
4,178.7669853342091,-20,1,6,37,5,0,0,0,0.39177662557450343,0.4763848050503591,0.4464856988386374,0.2813801627370688,4,0
3,711.3700526871036,-1,1,161,18,1,2,2,0,0.011996679062675653,0.45758328635890727,0.3765198368034817,0.36808266575536996,4,0
1,280.3606413601489,-11,1,62,12,5,0,0,0,0.9691406601612803,0.44359018980434733,0.3134275315451762,0.3672074896661247,4,0
2,527.481143453087,-11,0,55,31,2,14,4,0,0.5323311113586983,0.4600265832647339,0.3408329357044725,0.3678456674669357,1,1
1,493.00211799432327,3,1,167,35,1,17,5,0,0.7734938938729603,0.4801556167351575,0.49303152918583404,0.225075237757887,2,0
4,152.69849098371196,13,0,140,8,3,19,9,2,0.2578522223778783,0.6606249449621526,0.3709903606460312,0.32488176453401585,3,0
1,172.07832975231696,7,0,116,36,5,2,2,2,0.7466181316336256,0.6310013239757297,0.42990146240266575,0.16998125792326066,2,1
3,202.52488575818455,6,0,31,30,2,14,11,4,0.5671705022781354,0.4005532950754725,0.36927132379069305,0.3493530965588597,4,0
2,296.01164034675304,19,1,74,30,5,21,13,6,0.4241441737795024,0.6622357426294293,0.3428893184615298,0.20251669191979577,4,0
3,168.7140472683793,-20,0,181,18,5,4,3,0,0.970669226196462,0.4236436899105933,0.4491050045648396,0.23917373858814903,1,1
3,14.149067577730419,12,0,34,1,2,20,5,0,0.4938437141464058,0.5965796852640618,0.46208108794376573,0.36741749445813265,1,1
4,633.1630009011808,-17,1,169,31,1,9,3,1,0.6574585818896769,0.44544243046504794,0.2679722914164676,0.3417219854782548,1,1
1,695.2390785942365,-14,0,10,33,0,6,1,0,0.015342191489879697,0.4186827431532869,0.3197443972829166,0.38575336154175177,3,0
1,245.93067866272892,-12,0,52,0,5,22,19,4,0.3014552064986483,0.6279312092563533,0.3769677619077202,0.20904189694833336,5,0
1,243.72495318634046,-5,0,185,20,4,24,14,11,0.8886915661600664,0.5401609341567529,0.32912443686110826,0.1453255808972747,5,1
4,5.106105197547111,-16,1,78,2,3,7,4,3,0.7589590611160189,0.5797187539933477,0.4458957512401883,0.3731231269234331,3,1
4,489.78049559786933,13,0,3,26,2,2,1,0,0.5367540361756498,0.5276059056392377,0.2786833401872172,0.24794631613280907,3,0
3,594.3167249390127,2,0,185,6,5,17,6,2,0.9001597071132854,0.42015155875235266,0.44944957157164334,0.36682023732717484,3,0
3,105.55797625920228,4,0,161,32,0,16,1,0,0.48622051320755577,0.6218854498860924,0.4044716042987184,0.31962207781998353,2,0
3,114.95977154434853,-8,1,135,8,2,15,12,2,0.5665070641877756,0.6461053363506479,0.32234192963437075,0.3624408716566109,3,1
1,568.8599399794351,3,1,4,29,5,25,1,1,0.3821528471975456,0.4124261629266101,0.33611367211029475,0.2964168807112646,2,1
4,443.72933881498415,-10,1,167,17,3,21,8,1,0.6200400367228842,0.5127151590951818,0.29572478877330033,0.3437116041161982,1,0
2,32.29960149195625,-4,0,48,25,4,12,3,0,0.3190015309208738,0.5671949611210481,0.3131433500745344,0.1361007996533823,4,0
2,448.2338331328428,16,0,74,19,2,3,0,0,0.3854921775423572,0.5815550268300752,0.4293172172456241,0.3904884067637996,5,1
3,222.42076044751155,-8,0,79,37,5,2,2,0,0.9663262632072687,0.5734458823423896,0.34397103513529825,0.15429376679254453,4,0
1,265.4821119390091,6,0,144,40,1,10,1,0,0.11130867979959014,0.6078821961706389,0.42187103467176224,0.10735083036928839,5,0
1,554.2066211737538,-1,0,166,30,0,1,1,1,0.10525534524604097,0.6900448607258569,0.378526885275437,0.2592422124832854,1,1
3,583.8733387242796,12,1,4,7,4,17,7,3,0.04331601945501573,0.5171759563386134,0.28632443741098146,0.3135736788447323,5,0
1,288.2567713246781,11,0,4,22,2,3,3,3,0.3200445197602676,0.5669870700866768,0.37476766194992306,0.31492553027514625,1,0
3,681.9501139245755,-13,0,120,24,5,16,11,9,0.39822924246792424,0.6097235888391996,0.4391174614606582,0.20176985354681592,4,0
1,292.653156925492,8,1,119,0,4,5,0,0,0.09451564406954627,0.5777271466233415,0.3244188761810811,0.32614955092039555,2,1
2,555.7219453656792,19,1,155,17,1,9,5,2,0.5491309953668296,0.5160253090027545,0.412020416171732,0.3527680163118768,5,0
2,348.39163048626654,-2,0,17,18,2,10,5,1,0.5833015290548691,0.5872237863849479,0.29975816363542707,0.2830035227120288,3,0
2,646.2232750959005,-15,1,96,5,4,4,1,0,0.7510266936133281,0.5950334591320484,0.2839247394791877,0.2157976021660295,2,1
3,653.5880954281287,18,1,70,16,2,25,1,0,0.9759681166158015,0.575490542597901,0.3400565326559892,0.28407237524986423,2,0
2,62.94010166718038,20,1,182,7,2,24,7,4,0.6193522472923996,0.46153319822571126,0.34730089842491757,0.3586691201053971,1,0
3,674.2751985433625,0,0,97,8,4,17,13,8,0.1116508066809454,0.5517944074457296,0.4402524075917756,0.37014152825110413,4,0
2,594.3850858946993,1,1,8,36,2,24,1,1,0.08852424324578279,0.6653070429282102,0.3650196878169563,0.10945498813884957,3,1
3,569.7437143051202,-11,0,114,26,1,24,16,1,0.7775468636503712,0.6605805634096731,0.27030872383270493,0.13671956751429268,4,0
4,144.65616457357615,-11,1,181,35,4,9,7,5,0.6503341285359268,0.6252363774988033,0.40849987458884884,0.10135421437836234,4,0
3,579.6858303033588,8,0,5,5,5,8,1,1,0.16191439470656177,0.6091586543311676,0.3673133149665118,0.2477326547079463,2,0
1,612.0955689732265,-5,0,197,5,4,15,4,4,0.25335997268353405,0.4459837413281353,0.332910800141329,0.23091727824407898,3,1
1,208.1882408069887,-20,0,47,3,1,9,5,0,0.7502403872925183,0.5378393993513347,0.4505547021527465,0.2637404985375148,5,0
2,685.6272564208731,-4,1,40,21,1,9,9,6,0.5661557818056465,0.4332853929242483,0.28859619755689614,0.305094019590183,3,0
3,35.89930540739826,9,1,122,39,1,3,0,0,0.585000062502539,0.6451853348908059,0.4783030859944908,0.2097351225813708,1,1
1,107.93466233794055,5,1,135,26,5,20,17,0,0.21000867128790957,0.48731296193192536,0.33351537257927777,0.1625731806290036,2,0
2,387.0584193970903,-2,0,140,36,5,23,13,9,0.6290579816577115,0.6300597592747281,0.3652353612106569,0.21844611351569798,3,1
3,414.57057920806295,0,1,94,1,2,13,9,8,0.7706285954072553,0.6443736674526708,0.48230824889004786,0.10270330020604551,1,0
2,464.50805997665043,-4,1,153,8,2,7,6,3,0.885252225463847,0.6677488292234621,0.4403099579344269,0.3488340030566779,5,0
4,12.21777310713585,19,0,28,10,3,0,0,0,0.7367173248180492,0.626149023546329,0.2685756084512049,0.21511788992408304,4,0
1,691.4640777279338,0,1,171,19,2,15,3,1,0.5763756510090161,0.5694187001522144,0.3945742146888427,0.2868365027346099,4,0
1,32.103426768583674,20,0,77,38,1,25,17,7,0.6732593072467769,0.5794554744180088,0.32759071791829875,0.19741768675193033,1,1
3,103.00460596084972,19,1,175,13,3,16,10,0,0.4851114625138777,0.49617468304678575,0.37712206246018,0.28444371665199436,2,0
2,10.090452618761026,-2,0,49,25,1,9,5,4,0.22689824311762252,0.4530988574171336,0.43574226040854036,0.262130618076614,4,1
3,408.13807197174816,-14,0,86,37,0,5,5,2,0.8822069727719354,0.43919086144713404,0.37404322847966254,0.16256779896569867,2,1
2,671.2321564231,-4,1,54,29,5,6,3,3,0.5326226331674253,0.45460705633503146,0.26775546923626126,0.28759720745337103,2,0
1,479.4819595779342,-20,0,18,35,4,17,5,3,0.594318311147235,0.6801855662208542,0.38249512965242094,0.13288672580684263,4,0
4,592.3133773059077,16,1,27,37,0,1,0,0,0.9901089137531827,0.44932997626020516,0.25603241664003595,0.24432575404850634,5,0
4,9.562466490177659,-15,1,72,34,5,20,7,3,0.9850156782726405,0.617121233478565,0.33710233933998535,0.3159634176967877,3,1
3,390.25101490540277,5,1,134,5,5,8,1,1,0.5863109849999373,0.45538856299441743,0.3695076307308579,0.264718816549798,4,0
2,330.88534380397573,-19,1,122,2,1,4,2,1,0.03395726201746618,0.6925869310647321,0.4111683908441569,0.32388132023630767,3,1
3,359.256919838971,11,0,105,0,2,7,1,1,0.3961475380448434,0.5099753606427092,0.37655169690542006,0.1819487763085534,2,0
2,51.99349344133532,-16,0,69,17,4,23,15,12,0.9372932800508892,0.5236409287087209,0.2879867026367922,0.11464555899715273,5,0
1,492.7934599699014,16,0,71,22,2,4,1,1,0.2883065923760092,0.5213534736346461,0.4830543909902605,0.1167911132909139,2,0
4,362.3186986982168,10,1,150,31,2,23,6,2,0.999268685196316,0.6449377552180625,0.41257491818778547,0.18061764559761448,5,0
1,550.90717190011,-9,1,187,28,4,14,8,0,0.08431752685655247,0.46548715742263286,0.3292419462812269,0.22230012764382728,1,0
4,349.4092565244351,14,0,175,22,4,7,0,0,0.5681141810051872,0.6493074207716888,0.4914849237827604,0.2612515616127363,5,0
2,107.5547780830311,9,0,117,35,0,4,2,0,0.5154493601746942,0.5971176563326244,0.47064440227724746,0.3272983884213837,5,1
1,466.74500693603187,-15,1,196,5,1,4,2,1,0.25535291336770005,0.4660840503390775,0.28587252216954095,0.35188284504776224,2,0
3,124.11818071571969,-6,1,32,16,2,19,14,12,0.9486071306450999,0.41962226375227324,0.4138572737766409,0.3081042921692276,4,0
4,628.1240856154667,-6,1,109,17,1,16,3,2,0.6191712099973102,0.6324977624316875,0.39001736302163714,0.23896268641680504,4,0
3,441.4436921298539,-5,0,97,30,1,8,0,0,0.23022828344467616,0.46568891374485605,0.29820223072154856,0.17934610476152743,3,0
4,113.18679616100707,-1,1,1,5,3,1,0,0,0.3840481978383362,0.666720048916849,0.30836878512225724,0.22834069746217803,1,1
3,692.8834013864689,-8,0,182,33,0,0,0,0,0.7212294268820626,0.4389355832094217,0.39094344338774245,0.18201884557384979,5,0
3,373.22313360143085,10,1,174,26,2,21,6,4,0.2976967126963136,0.5849093694422507,0.33032207108349426,0.28733878416129843,3,0
4,52.4868853475916,13,0,169,35,5,20,13,13,0.8796062020611811,0.6076505181164533,0.4587078577737888,0.3454620581484724,5,1
1,451.3196911788484,8,1,108,24,4,10,10,5,0.1656738979576241,0.5973107243671657,0.27443480882656857,0.2554566230741032,5,0
2,182.30321304922336,-18,0,114,9,4,14,11,3,0.26450508986484866,0.49480894434887635,0.4785076933005281,0.11375184239777797,1,0
1,578.6592853516578,-12,0,41,38,1,0,0,0,0.1448986133661,0.6626570569661404,0.4601381372670724,0.38192458837494814,1,0
4,588.8318929676573,-10,0,8,38,0,6,6,0,0.1041788387594983,0.6309415950246241,0.4346558707784367,0.18828520354071,3,0
4,704.8420962153565,-10,1,160,11,0,22,11,6,0.3003154234639268,0.5530619024863842,0.3156418127337909,0.37435310155564494,4,0
1,361.34606233764265,4,0,30,10,2,18,16,1,0.9991787463354405,0.5809879083815346,0.42873946401052976,0.3439204907580965,5,0
3,327.56895340397074,1,0,46,2,2,23,8,6,0.0943294132616681,0.569911368084212,0.35969244490465807,0.22393753399278976,2,0
4,542.502435921466,-12,1,105,21,1,14,11,9,0.2130021918472883,0.6840095732036275,0.40843947430729155,0.11701113015524366,3,0
1,95.37887256618713,-1,0,180,3,1,5,3,1,0.27161679907800207,0.6689239710337868,0.32813860430083863,0.3843111713268421,5,1
3,393.7791699310494,0,0,96,7,1,19,7,7,0.6191296844722038,0.470649185546821,0.45896446345200714,0.2977161001574497,1,1
4,393.2982720942127,-11,1,61,13,3,25,9,2,0.7453456964078525,0.47882793331451357,0.26014402482971954,0.1748961947768173,1,0
1,64.4206484234788,1,0,141,19,0,25,11,2,0.7519336748540457,0.6944314216397296,0.4228649366739792,0.26006086103066495,1,1
3,300.94854156497775,8,1,89,23,1,9,4,2,0.008635981938831194,0.47096821058586064,0.4571578100958286,0.2906111526629676,1,1
2,614.3650549683854,-12,0,168,13,0,11,3,1,0.6518504587994652,0.6860437973447785,0.41160702879097477,0.16799779814340665,4,0
4,616.4306078361554,-16,1,126,27,5,12,0,0,0.630736879367103,0.5949261115290235,0.2979979455323281,0.1280621499510166,4,0
4,71.45111874217032,19,0,61,15,4,14,8,0,0.5176546818898772,0.4150328317123203,0.32124519494506576,0.1802396637503989,5,0
4,65.31903557843822,-10,0,120,31,4,18,14,2,0.37920856140375914,0.5007181598382501,0.3787263236256876,0.11428080047848777,5,0
2,189.14074344139343,-20,0,172,11,0,16,1,1,0.7974441974612299,0.5428462215738674,0.3323622673180608,0.12099595307345778,3,0
4,629.8315650388753,-20,1,190,15,5,12,3,3,0.34388079543335226,0.6499278674351354,0.25122910542679955,0.1469755130479769,1,0
4,92.80986125291923,18,0,121,18,4,1,1,0,0.23001227210660125,0.49857562398260546,0.2601695281111369,0.1475219111944313,1,0
2,518.3976978917613,-16,0,172,4,4,17,2,2,0.31009517456761293,0.49317349363736396,0.44194210775250214,0.17438547547999494,2,0
4,72.83924612143431,1,1,48,11,4,10,7,2,0.43964791712316587,0.6760789777085991,0.27092679542034104,0.38122876965667873,2,1
1,448.65925469843427,5,1,59,28,2,4,2,0,0.21405738800273955,0.42371030362035206,0.48200546390955795,0.27274600686232087,1,0
3,256.36845536578426,-15,1,185,4,5,3,2,1,0.6075712462054865,0.5654563644144985,0.36068411147408275,0.22675155398204014,2,1
1,568.0180533354243,11,0,11,16,2,1,1,0,0.8842092025118957,0.551271780954431,0.43954665959109174,0.2691399005737023,2,0
1,168.2571231542618,-10,0,25,7,0,15,11,5,0.595460124162075,0.4172004280667531,0.2813761490171518,0.10171346595409138,1,1
1,460.2253171607711,-11,0,189,39,0,24,11,5,0.4466683074773813,0.4263277661557932,0.48162685501925956,0.3684240729142998,4,1
3,169.69142489463715,18,1,46,39,3,6,3,2,0.796868766224904,0.5145902298934014,0.25845220746053865,0.2596939423161836,4,0
2,513.8354038407507,13,1,54,29,2,7,6,4,0.7480386228745287,0.4402483658034343,0.26053429018238905,0.23549519950867046,5,0
3,629.0481848837392,10,0,34,9,0,7,0,0,0.36705812153069617,0.5434215713343568,0.26364644505325585,0.3824805818141894,4,0
1,91.29729537126723,-9,0,84,19,2,1,1,0,0.6041534706653618,0.5826666656221537,0.2758520402408706,0.3191224253451142,1,0
2,623.9488957887626,-5,1,135,15,3,14,2,1,0.7298428603179912,0.607419005350893,0.3717079109714778,0.20122625201268696,2,0
3,427.3741831782945,17,1,62,40,0,4,4,0,0.24546325801944102,0.5639410197762293,0.4470691105287421,0.3808472444370835,1,0
4,91.51955342425725,-18,1,57,15,0,18,5,5,0.36627387908418985,0.5138980047679937,0.3212369578640828,0.355599287498065,3,1
2,307.83013585899266,-19,0,93,2,0,9,0,0,0.10577607054997051,0.4389275879813907,0.4364442054233989,0.38636011879290155,2,1
3,115.81941130927048,-16,1,116,22,0,8,7,5,0.9876802783068334,0.47424562444212326,0.4435152436921308,0.1288671812233903,1,1
4,504.25047998393006,-10,1,76,21,1,24,0,0,0.08587765042313578,0.5258265031047561,0.47706933246293926,0.3865854668161448,5,0
3,546.3850567809237,4,1,133,27,5,21,15,3,0.16860612512357742,0.6772343450206901,0.287337980036942,0.2628648516614666,5,0
1,76.17349459641525,14,1,76,35,5,19,2,2,0.4798319496641398,0.46078017435831853,0.28388362725858574,0.3016645238777067,2,0
1,364.4206939401439,14,0,163,3,2,7,3,2,0.8652718335445393,0.5240032692797966,0.2805237638835295,0.16367166990515247,4,0
4,586.5300403386603,1,1,37,37,2,4,1,0,0.35588202294795945,0.6196926572122162,0.3398276522635309,0.14212044701558868,5,0
1,674.0373899167175,16,0,188,23,2,18,5,4,0.7685961475313459,0.6115610056005684,0.37235316604799495,0.12381624927280042,3,0
4,369.7328640540744,1,0,193,18,3,12,7,0,0.6760340733162361,0.6896777783421828,0.3654023387539042,0.22669392764341678,2,0
3,684.2010410002131,-10,1,144,10,1,13,7,5,0.6386640771596789,0.4572703890039023,0.31426218284994867,0.16640484088777557,3,1
4,385.6960587283415,11,1,30,39,2,7,6,5,0.8450172509668401,0.40495588347998857,0.40549490636587493,0.12448687260989996,2,1
4,283.81715611193374,14,0,42,39,2,15,6,4,0.014170289628625654,0.49669697829616083,0.334568407675136,0.3865198587786075,4,0
4,610.7062525580848,10,1,61,38,0,21,20,16,0.9291530385603917,0.4449077837448148,0.34152074701988,0.3200174029742613,1,0
2,354.9475515298241,-13,0,48,17,0,4,2,2,0.8292261803362931,0.5645407157150518,0.2763825157006482,0.25535635246011906,2,0
4,339.7698076064566,-1,1,190,11,0,0,0,0,0.9378672196518272,0.6696337165750701,0.39805783377276893,0.323004244842253,1,1
2,353.02499237507635,13,0,84,13,2,18,17,16,0.7935878838566871,0.6064680498917628,0.4138200938070728,0.2834374516892801,2,0
2,609.6852013462167,-17,0,93,17,0,22,2,2,0.8785914074542724,0.44073965690503747,0.43948755511539805,0.15340977816408524,4,0
3,598.9979100153976,-3,0,192,11,2,18,10,10,0.20307804819947917,0.43482700731864626,0.47600230328179427,0.29003093320618545,3,1
4,290.53439455695207,-17,1,185,39,3,16,10,5,0.31922906687705055,0.6734349439826282,0.44150111391425406,0.3043036806590614,1,0
4,239.975899106778,-1,0,68,26,3,23,2,2,0.31522101347073095,0.54628286496772,0.3089359165375171,0.1712412517472558,3,0
4,354.18817730817307,-12,0,46,5,4,22,22,12,0.10916674587805675,0.6771018975967891,0.3089137898660924,0.1960433941836962,2,0
2,412.3962070107185,-5,1,113,23,1,20,0,0,0.7295792552845908,0.6208653146629048,0.4787717988904742,0.21499019792780788,2,1
2,171.6027916521578,5,1,28,32,0,9,6,0,0.13617089268707283,0.6980045381906202,0.4475333923537932,0.2807639919040713,4,0
3,571.6476609952252,17,0,77,15,5,4,2,0,0.05250916607906064,0.661368322798292,0.4455616075777262,0.13804239461691029,2,0
1,350.26759132734446,4,0,121,11,0,21,9,8,0.7754468700550639,0.5242636576785416,0.429928415027634,0.32304343705148963,4,0
1,240.5127948623709,-17,1,3,30,1,6,5,0,0.9046631697319293,0.6274683482654771,0.3168004978134453,0.20380728122900924,2,0
2,76.91111493407324,20,0,37,36,1,15,15,5,0.7641233479651333,0.5413684501959835,0.46185258560176135,0.30753178590784724,3,1
2,171.96851549059699,20,1,176,12,4,2,1,0,0.8253522128319764,0.4699216879297344,0.2857211695200315,0.3798662180150604,2,0
2,683.4824436643082,17,1,147,7,1,11,9,1,0.5956216778307712,0.47230877762690787,0.33750440232447587,0.3609623940275366,1,1
1,219.67177451005915,-2,1,92,37,2,13,0,0,0.8877463379147531,0.5191966433385441,0.3366186349841074,0.32127433884458145,5,0
1,121.57868834426543,-7,0,83,2,0,19,8,1,0.4967034823578551,0.4334398678036526,0.3900330354270087,0.15799809509537158,1,1
1,331.6844099915951,0,1,17,19,1,0,0,0,0.9883226184874649,0.4533298854665932,0.36586088899889435,0.3196223105726526,1,0
4,221.10317521937907,-6,0,121,3,2,6,1,1,0.1034150427694489,0.5501826051160297,0.3649520332749676,0.2907368217898091,4,0
2,25.31466019525979,-18,0,87,1,1,25,19,2,0.8091807067013839,0.6861767432085417,0.3883931078198979,0.33176404675362703,2,0
2,232.66455644118042,16,1,40,35,5,17,8,1,0.6413894160112753,0.5733059026051676,0.3538546137280322,0.36064417625152,3,0
3,391.7582092364174,-5,1,178,22,2,22,10,7,0.5806460682211951,0.5225490247564067,0.31249580782943387,0.19344253421166818,2,1
1,397.2329078543762,-7,1,73,18,3,21,16,7,0.7258105308611214,0.47281009596079054,0.4160301794418343,0.2932912217260545,5,1
4,256.72242324735987,-12,1,29,39,2,3,1,1,0.8402915307988488,0.4587703914119322,0.44765834470960064,0.1825414555764,2,1
4,322.05798450187245,-14,0,179,7,4,15,1,0,0.8628840668405099,0.5975221088136686,0.36974896971114735,0.20388548177099053,5,1
1,695.1729011290319,-7,0,42,15,2,10,1,0,0.17538096294398497,0.6544975952264975,0.4123707966786268,0.25619336327658726,5,0
2,271.69090360582436,-15,1,29,17,1,17,11,1,0.19703592975296924,0.519656777931749,0.383840820455759,0.23024901751964327,1,0
4,185.92330554718774,0,0,66,35,3,22,17,15,0.016166509513597105,0.5651977139119848,0.2647491096342756,0.28018918074109955,5,0
4,175.2962717280673,-6,1,124,23,3,15,14,9,0.13184245779227277,0.6120180283747116,0.35577116539103404,0.3276284411136115,5,0
2,329.5905211469766,-13,0,145,0,2,6,4,4,0.2638824928499246,0.41748867251667277,0.2524631248804343,0.2815060073813263,3,1
3,546.8545070761998,13,0,120,0,1,20,7,0,0.7210358225502829,0.5052691142308551,0.4154698195411895,0.3909401483787307,4,0
1,148.3114926157007,19,0,109,35,3,24,7,2,0.4757675090025101,0.6189258669286326,0.37704036747115033,0.32143600273609196,2,1
4,510.693211541353,-20,1,159,10,5,2,2,0,0.7579035355840174,0.6053857079557815,0.28170788379492423,0.3955035479385943,3,0
1,15.227872811579726,11,0,92,17,2,24,7,6,0.4865358478198907,0.41600431732482746,0.38554788301970955,0.323032217216226,4,0
4,301.63174414844116,-16,0,112,15,2,4,4,1,0.5555974529099683,0.4713455495120215,0.47460650075699734,0.2523756616747896,1,1
3,558.6228469460066,9,0,52,16,2,17,7,6,0.11106658659358248,0.6039871643335004,0.3351226911944045,0.22330172892811045,3,0
3,243.88772815759063,1,0,167,23,3,24,16,10,0.7765582846760325,0.4814248127067714,0.49559219155824163,0.3206981170409756,3,0
3,405.8907130406876,-1,1,60,33,0,16,5,3,0.7581265321995548,0.6443230881812163,0.48984497668554183,0.3061373171638705,1,1
1,147.58504763465578,-5,0,94,3,1,0,0,0,0.3075615916806196,0.40885145775974785,0.4463274606141221,0.3006294111071719,5,1
1,534.236681610844,-14,1,179,34,4,15,0,0,0.32857807780040194,0.45710410878803354,0.4534499944547389,0.3165351532678584,1,0
1,37.64095435350693,-14,1,144,14,4,14,3,3,0.21968145057313548,0.48439389401516747,0.3526363400499606,0.3616516339740047,2,1
1,613.8307043103603,-19,0,98,1,1,12,8,5,0.8138396760361527,0.6775869504430265,0.3506352738242725,0.16832809226222573,1,0
4,142.70139822360107,-7,0,14,30,0,6,6,2,0.7470068019617804,0.6388956869111997,0.48859933956674817,0.26946841866835536,3,0
2,629.5665828299981,10,1,170,8,1,2,0,0,0.6091477381842527,0.6652435259587952,0.34154906238841054,0.2809903562881925,1,0
1,253.82105373637248,20,1,51,9,2,23,21,5,0.23882210312969743,0.5321437441531862,0.2742182222682608,0.18785705134151387,2,0
4,520.3321736216303,-7,1,24,24,5,22,21,2,0.17185333261374425,0.646768627382926,0.28817527204781623,0.39638488442931974,5,0
4,229.8422144060557,-16,0,107,4,1,12,11,4,0.050268851174613105,0.6560480715540246,0.42759974129823053,0.33566137490386594,5,0
4,652.2564032889462,-10,0,171,13,1,15,1,0,0.04561148177851948,0.5199870471624999,0.34574523377241106,0.19637983075161572,4,1
4,91.17873037322954,19,1,73,37,5,22,5,3,0.187136139808327,0.6983385543232759,0.2998357099280482,0.20753030670042488,4,0
